name,cgpa
gip,9.810000
giq,9.140000
gir,5.880000
gis,6.030000
git,8.240000
giu,7.640000
giv,5.950000
giw,6.800000
gix,5.030000
giy,8.900000
giz,7.750000
gja,5.710000
gjb,7.610000
gjc,9.880000
gjd,5.730000
gje,8.170000
gjf,5.660000
gjg,9.020000
gjh,5.580000
gji,9.570000
gjj,6.250000
gjk,6.530000
gjl,9.020000
gjm,7.850000
gjn,8.290000
gjo,9.650000
gjp,8.500000
gjq,7.930000
gjr,8.270000
gjs,6.760000
gjt,9.420000
gju,6.570000
gjv,5.430000
gjw,6.640000
gjx,7.550000
gjy,8.390000
gjz,5.450000
gka,8.920000
gkb,9.710000
gkc,5.800000
gkd,5.530000
gke,7.050000
gkf,5.830000
gkg,6.090000
gkh,5.540000
gki,9.780000
gkj,9.860000
gkk,5.380000
gkl,9.750000
gkm,7.110000
gkn,7.550000
gko,6.040000
gkp,7.210000
gkq,9.340000
gkr,9.290000
gks,7.180000
gkt,8.400000
gku,6.320000
gkv,6.270000
gkw,9.950000
gkx,5.970000
gky,9.460000
gkz,7.440000
gla,9.890000
glb,7.000000
glc,8.910000
gld,7.020000
gle,5.390000
glf,9.960000
glg,6.530000
glh,5.410000
gli,6.940000
glj,8.960000
glk,8.860000
gll,7.080000
glm,6.610000
gln,5.730000
glo,7.380000
glp,6.990000
glq,8.650000
glr,7.030000
gls,6.960000
glt,8.990000
glu,6.200000
glv,8.690000
glw,5.810000
glx,5.880000
gly,6.470000
glz,9.550000
gma,6.060000
gmb,8.630000
gmc,7.810000
gmd,5.970000
gme,5.750000
gmf,7.730000
gmg,6.950000
gmh,6.500000
gmi,6.840000
gmj,7.150000
gmk,6.370000
gml,5.090000
gmm,9.050000
gmn,6.340000
gmo,5.650000
gmp,6.210000
gmq,8.590000
gmr,8.990000
gms,6.290000
gmt,6.910000
gmu,7.070000
gmv,9.060000
gmw,5.840000
gmx,7.590000
gmy,8.550000
gmz,5.910000
gna,8.180000
gnb,9.750000
gnc,7.700000
gnd,7.250000
gne,9.670000
gnf,7.410000
gng,6.710000
gnh,5.700000
gni,6.620000
gnj,5.110000
gnk,9.050000
gnl,6.420000
gnm,8.860000
gnn,5.000000
gno,5.650000
gnp,6.330000
gnq,6.160000
gnr,6.220000
gns,6.280000
gnt,9.760000
gnu,6.270000
gnv,5.060000
gnw,5.170000
gnx,6.520000
gny,5.250000
gnz,5.460000
goa,7.500000
gob,6.940000
goc,8.760000
god,7.660000
goe,5.320000
gof,9.810000
gog,5.880000
goh,5.840000
goi,9.820000
goj,9.770000
gok,9.890000
gol,6.590000
gom,5.550000
gon,5.700000
goo,8.090000
gop,7.370000
goq,7.560000
gor,8.770000
gos,5.740000
got,7.020000
gou,9.030000
gov,9.240000
gow,8.190000
gox,5.100000
goy,7.930000
goz,9.030000
gpa,6.840000
gpb,7.690000
gpc,8.740000
gpd,7.920000
gpe,8.520000
gpf,7.800000
gpg,6.980000
gph,8.730000
gpi,7.200000
gpj,5.970000
gpk,9.530000
gpl,9.330000
gpm,5.000000
gpn,5.040000
gpo,6.800000
gpp,5.940000
gpq,6.360000
gpr,5.740000
gps,6.340000
gpt,7.590000
gpu,7.700000
gpv,8.960000
gpw,8.220000
gpx,9.040000
gpy,9.840000
gpz,6.250000
gqa,8.620000
gqb,6.540000
gqc,6.430000
gqd,6.070000
gqe,6.330000
gqf,7.350000
gqg,7.930000
gqh,8.490000
gqi,9.990000
gqj,9.610000
gqk,6.940000
gql,8.820000
gqm,9.200000
gqn,5.980000
gqo,9.860000
gqp,5.030000
gqq,5.390000
gqr,5.050000
gqs,8.580000
gqt,8.530000
gqu,5.000000
gqv,5.760000
gqw,9.780000
gqx,5.880000
gqy,7.900000
gqz,6.630000
gra,9.650000
grb,9.510000
grc,5.140000
grd,9.500000
gre,6.130000
grf,5.940000
grg,7.140000
grh,5.140000
gri,5.040000
grj,9.900000
grk,7.080000
grl,7.520000
grm,5.720000
grn,7.360000
gro,9.560000
grp,5.870000
grq,8.640000
grr,8.100000
grs,6.830000
grt,8.830000
gru,9.490000
grv,8.420000
grw,7.090000
grx,9.780000
gry,6.440000
grz,6.150000
gsa,6.010000
gsb,9.540000
gsc,6.200000
gsd,8.290000
gse,8.980000
gsf,6.400000
gsg,7.390000
gsh,7.880000
gsi,8.410000
gsj,6.710000
gsk,6.980000
gsl,6.040000
gsm,9.960000
gsn,8.930000
gso,7.620000
gsp,7.110000
gsq,7.580000
gsr,7.010000
gss,5.410000
gst,8.440000
gsu,5.000000
gsv,6.860000
gsw,6.730000
gsx,5.720000
gsy,8.920000
gsz,5.610000
gta,6.710000
gtb,5.310000
gtc,8.410000
gtd,6.990000
gte,9.470000
gtf,7.560000
gtg,9.780000
gth,5.110000
gti,7.920000
gtj,5.830000
gtk,7.670000
gtl,5.700000
gtm,5.850000
gtn,6.490000
gto,6.370000
gtp,8.540000
gtq,8.160000
gtr,6.660000
gts,8.190000
gtt,8.780000
gtu,9.040000
gtv,8.490000
gtw,7.920000
gtx,9.990000
gty,8.130000
gtz,8.350000
gua,7.040000
gub,6.790000
guc,6.760000
gud,9.730000
gue,7.570000
guf,7.830000
gug,5.780000
guh,8.120000
gui,7.530000
guj,8.530000
guk,9.990000
gul,5.560000
gum,5.990000
gun,8.490000
guo,5.030000
gup,5.510000
guq,7.740000
gur,5.540000
gus,7.590000
gut,8.210000
guu,9.800000
guv,5.910000
guw,9.960000
gux,6.510000
guy,6.770000
guz,7.960000
gva,8.040000
gvb,9.320000
gvc,8.280000
gvd,6.250000
gve,9.100000
gvf,7.930000
gvg,8.070000
gvh,6.210000
gvi,8.670000
gvj,9.260000
gvk,5.940000
gvl,8.990000
gvm,6.980000
gvn,6.460000
gvo,8.820000
gvp,7.750000
gvq,8.890000
gvr,5.090000
gvs,6.880000
gvt,8.510000
gvu,8.700000
gvv,9.260000
gvw,6.170000
gvx,8.710000
gvy,6.270000
gvz,9.240000
gwa,8.650000
gwb,6.170000
gwc,9.940000
gwd,8.190000
gwe,5.490000
gwf,8.530000
gwg,8.060000
gwh,6.570000
gwi,5.390000
gwj,8.070000
gwk,5.600000
gwl,5.170000
gwm,7.170000
gwn,8.030000
gwo,5.140000
gwp,6.620000
gwq,8.380000
gwr,8.530000
gws,9.990000
gwt,5.860000
gwu,5.060000
gwv,6.040000
gww,6.550000
gwx,5.830000
gwy,8.400000
gwz,6.890000
gxa,6.440000
gxb,8.350000
gxc,6.990000
gxd,9.030000
gxe,5.160000
gxf,5.680000
gxg,6.940000
gxh,6.750000
gxi,6.870000
gxj,8.080000
gxk,9.410000
gxl,7.350000
gxm,7.290000
gxn,9.380000
gxo,8.610000
gxp,8.980000
gxq,8.050000
gxr,8.900000
gxs,6.710000
gxt,7.070000
gxu,9.450000
gxv,5.970000
gxw,6.590000
gxx,9.440000
gxy,6.620000
gxz,6.570000
gya,6.830000
gyb,9.600000
gyc,6.270000
gyd,7.500000
gye,9.340000
gyf,6.520000
gyg,5.160000
gyh,9.940000
gyi,5.280000
gyj,8.740000
gyk,7.850000
gyl,8.610000
gym,8.890000
gyn,9.580000
gyo,8.590000
gyp,8.530000
gyq,6.350000
gyr,7.800000
gys,5.520000
gyt,6.810000
gyu,6.160000
gyv,6.310000
gyw,7.240000
gyx,9.280000
gyy,6.870000
gyz,8.410000
gza,7.260000
gzb,6.060000
gzc,6.580000
gzd,5.230000
gze,8.270000
gzf,5.540000
gzg,5.890000
gzh,6.250000
gzi,8.800000
gzj,9.150000
gzk,5.270000
gzl,5.030000
gzm,7.850000
gzn,6.370000
gzo,5.790000
gzp,8.910000
gzq,6.100000
gzr,7.230000
gzs,7.680000
gzt,8.900000
gzu,8.590000
gzv,9.210000
gzw,6.500000
gzx,8.790000
gzy,7.610000
gzz,7.110000
haa,9.420000
hab,9.450000
hac,5.540000
had,8.230000
hae,9.070000
haf,8.960000
hag,7.160000
hah,6.840000
hai,8.190000
haj,8.390000
hak,5.000000
hal,9.250000
ham,6.880000
han,5.370000
hao,9.340000
hap,7.770000
haq,5.640000
har,5.890000
has,9.440000
hat,8.220000
hau,7.400000
hav,5.440000
haw,8.470000
hax,6.560000
hay,7.380000
haz,5.980000
hba,6.040000
hbb,9.810000
hbc,5.410000
hbd,6.960000
hbe,6.490000
hbf,7.430000
hbg,8.330000
hbh,7.130000
hbi,6.750000
hbj,9.230000
hbk,8.050000
hbl,9.550000
hbm,8.290000
hbn,6.680000
hbo,8.040000
hbp,5.720000
hbq,8.740000
hbr,7.410000
hbs,9.950000
hbt,8.680000
hbu,7.280000
hbv,6.360000
hbw,8.690000
hbx,7.000000
hby,5.800000
hbz,8.710000
hca,7.970000
hcb,5.130000
hcc,6.800000
hcd,6.020000
hce,8.460000
hcf,7.800000
hcg,6.150000
hch,9.100000
hci,5.750000
hcj,5.710000
hck,7.600000
hcl,6.600000
hcm,6.470000
hcn,5.370000
hco,9.250000
hcp,7.040000
hcq,5.900000
hcr,7.080000
hcs,8.420000
hct,6.600000
hcu,9.900000
hcv,6.840000
hcw,5.680000
hcx,5.690000
hcy,5.670000
hcz,9.560000
hda,5.980000
hdb,5.290000
hdc,6.270000
hdd,8.170000
hde,9.990000
hdf,9.380000
hdg,7.090000
hdh,7.190000
hdi,6.950000
hdj,8.490000
hdk,9.360000
hdl,9.550000
hdm,5.740000
hdn,9.870000
hdo,5.920000
hdp,9.770000
hdq,6.190000
hdr,5.160000
hds,6.920000
hdt,8.380000
hdu,6.960000
hdv,6.110000
hdw,9.270000
hdx,6.330000
hdy,6.640000
hdz,8.500000
hea,8.290000
heb,8.760000
hec,5.580000
hed,6.120000
hee,7.380000
hef,8.210000
heg,9.210000
heh,5.520000
hei,5.980000
hej,6.090000
hek,7.240000
hel,5.020000
hem,9.730000
hen,9.030000
heo,7.060000
hep,5.510000
heq,7.140000
her,5.380000
hes,7.110000
het,8.110000
heu,9.560000
hev,5.720000
hew,7.160000
hex,9.830000
hey,6.770000
hez,8.550000
hfa,7.960000
hfb,9.100000
hfc,9.440000
hfd,5.050000
hfe,5.860000
hff,8.740000
hfg,7.150000
hfh,8.660000
hfi,8.930000
hfj,8.690000
hfk,5.450000
hfl,9.210000
hfm,7.640000
hfn,8.750000
hfo,6.610000
hfp,6.460000
hfq,7.320000
hfr,7.750000
hfs,6.540000
hft,9.520000
hfu,7.310000
hfv,8.940000
hfw,7.270000
hfx,8.110000
hfy,9.030000
hfz,8.790000
hga,9.460000
hgb,8.120000
hgc,7.500000
hgd,8.230000
hge,9.650000
hgf,6.350000
hgg,7.910000
hgh,7.890000
hgi,9.230000
hgj,8.510000
hgk,5.870000
hgl,6.630000
hgm,9.300000
hgn,9.250000
hgo,5.230000
hgp,8.550000
hgq,9.970000
hgr,8.200000
hgs,8.270000
hgt,5.550000
hgu,8.340000
hgv,9.140000
hgw,7.140000
hgx,7.380000
hgy,8.760000
hgz,7.400000
hha,8.440000
hhb,5.590000
hhc,6.620000
hhd,9.010000
hhe,6.290000
hhf,7.010000
hhg,7.990000
hhh,9.460000
hhi,7.250000
hhj,6.510000
hhk,8.160000
hhl,6.790000
hhm,9.860000
hhn,7.580000
hho,9.410000
hhp,6.650000
hhq,7.100000
hhr,9.920000
hhs,6.460000
hht,5.940000
hhu,5.290000
hhv,8.730000
hhw,9.410000
hhx,7.780000
hhy,6.930000
hhz,7.070000
hia,9.640000
hib,5.310000
hic,6.010000
hid,8.980000
hie,7.230000
hif,9.450000
hig,9.140000
hih,6.790000
hii,7.660000
hij,6.380000
hik,5.820000
hil,9.520000
him,6.880000
hin,5.800000
hio,8.400000
hip,7.910000
hiq,5.040000
hir,6.120000
his,5.130000
hit,9.200000
hiu,6.390000
hiv,9.250000
hiw,9.530000
hix,7.190000
hiy,6.070000
hiz,6.780000
hja,9.260000
hjb,9.080000
hjc,7.090000
hjd,5.830000
hje,9.180000
hjf,9.280000
hjg,7.380000
hjh,9.360000
hji,8.240000
hjj,9.160000
hjk,9.650000
hjl,8.960000
hjm,9.130000
hjn,5.080000
hjo,6.210000
hjp,9.100000
hjq,9.220000
hjr,7.240000
hjs,5.790000
hjt,6.600000
hju,8.210000
hjv,6.340000
hjw,9.080000
hjx,7.140000
hjy,6.220000
hjz,5.420000
hka,7.000000
hkb,7.270000
hkc,8.270000
hkd,5.800000
hke,5.660000
hkf,7.450000
hkg,5.230000
hkh,8.100000
hki,5.110000
hkj,7.810000
hkk,6.280000
hkl,7.090000
hkm,6.520000
hkn,5.000000
hko,6.430000
hkp,9.600000
hkq,9.650000
hkr,7.150000
hks,9.590000
hkt,8.420000
hku,9.430000
hkv,5.960000
hkw,5.860000
hkx,9.930000
hky,5.540000
hkz,6.100000
hla,9.710000
hlb,9.610000
hlc,7.800000
hld,5.420000
hle,8.380000
hlf,8.970000
hlg,5.920000
hlh,8.460000
hli,9.540000
hlj,7.720000
hlk,9.550000
hll,8.790000
hlm,6.770000
hln,7.340000
hlo,5.890000
hlp,5.880000
hlq,7.650000
hlr,5.280000
hls,7.430000
hlt,7.110000
hlu,9.070000
hlv,8.390000
hlw,9.880000
hlx,9.490000
hly,7.140000
hlz,9.590000
hma,8.600000
hmb,7.610000
hmc,7.990000
hmd,5.230000
hme,8.010000
hmf,8.940000
hmg,9.580000
hmh,5.920000
hmi,6.480000
hmj,6.530000
hmk,8.660000
hml,5.070000
hmm,9.960000
hmn,7.330000
hmo,7.920000
hmp,9.310000
hmq,8.880000
hmr,5.810000
hms,7.870000
hmt,5.890000
hmu,7.340000
hmv,9.790000
hmw,9.610000
hmx,5.970000
hmy,8.970000
hmz,7.930000
hna,9.240000
hnb,6.370000
hnc,6.250000
hnd,9.490000
hne,8.240000
hnf,7.510000
hng,8.100000
hnh,8.980000
hni,9.390000
hnj,7.260000
hnk,8.640000
hnl,9.240000
hnm,8.510000
hnn,8.620000
hno,9.760000
hnp,9.070000
hnq,8.650000
hnr,9.040000
hns,8.210000
hnt,9.290000
hnu,7.730000
hnv,9.230000
hnw,9.800000
hnx,6.820000
hny,7.010000
hnz,9.340000
hoa,7.670000
hob,5.190000
hoc,8.980000
hod,7.350000
hoe,6.220000
hof,8.100000
hog,8.350000
hoh,6.240000
hoi,9.980000
hoj,9.990000
hok,7.500000
hol,5.760000
hom,10.000000
hon,5.530000
hoo,6.260000
hop,7.400000
hoq,5.830000
hor,9.520000
hos,5.010000
hot,5.810000
hou,5.250000
hov,5.900000
how,9.900000
hox,8.460000
hoy,9.490000
hoz,8.120000
hpa,7.250000
hpb,5.850000
hpc,6.020000
hpd,5.590000
hpe,5.640000
hpf,9.880000
hpg,8.680000
hph,6.930000
hpi,9.040000
hpj,9.280000
hpk,6.050000
hpl,8.780000
hpm,9.210000
hpn,6.750000
hpo,6.010000
hpp,9.020000
hpq,9.880000
hpr,9.940000
hps,5.040000
hpt,5.240000
hpu,6.730000
hpv,5.550000
hpw,8.930000
hpx,7.640000
hpy,6.690000
hpz,7.450000
hqa,8.200000
hqb,8.620000
hqc,8.400000
hqd,6.720000
hqe,9.220000
hqf,6.260000
hqg,8.740000
hqh,6.870000
hqi,6.200000
hqj,7.710000
hqk,6.610000
hql,6.650000
hqm,9.940000
hqn,8.140000
hqo,7.230000
hqp,7.670000
hqq,6.420000
hqr,8.410000
hqs,6.350000
hqt,6.360000
hqu,5.810000
hqv,7.290000
hqw,8.220000
hqx,5.740000
hqy,8.330000
hqz,7.430000
hra,8.780000
hrb,7.180000
hrc,9.470000
hrd,6.000000
hre,5.480000
hrf,9.250000
hrg,6.410000
hrh,6.490000
hri,5.060000
hrj,9.170000
hrk,5.130000
hrl,7.950000
hrm,8.890000
hrn,9.180000
hro,8.250000
hrp,7.350000
hrq,7.700000
hrr,7.740000
hrs,7.570000
hrt,6.890000
hru,8.400000
hrv,9.360000
hrw,6.030000
hrx,8.220000
hry,5.600000
hrz,9.450000
hsa,9.670000
hsb,9.470000
hsc,5.590000
hsd,6.230000
hse,9.120000
hsf,5.260000
hsg,6.070000
hsh,5.040000
hsi,5.110000
hsj,7.130000
hsk,7.350000
hsl,5.210000
hsm,5.640000
hsn,6.260000
hso,8.480000
hsp,6.680000
hsq,8.550000
hsr,5.320000
hss,9.230000
hst,5.290000
hsu,9.580000
hsv,8.460000
hsw,9.530000
hsx,8.250000
hsy,5.340000
hsz,9.710000
hta,5.410000
htb,9.440000
htc,7.860000
htd,8.060000
hte,6.940000
htf,5.390000
htg,5.040000
hth,6.090000
hti,7.510000
htj,6.830000
htk,9.250000
htl,6.150000
htm,8.820000
htn,5.130000
hto,7.430000
htp,7.190000
htq,9.210000
htr,7.790000
hts,9.700000
htt,6.840000
htu,5.560000
htv,9.310000
htw,6.020000
htx,5.230000
hty,5.850000
htz,8.500000
hua,8.060000
hub,8.500000
huc,6.170000
hud,9.960000
hue,8.640000
huf,8.060000
hug,9.840000
huh,5.030000
hui,9.860000
huj,9.550000
huk,7.850000
hul,7.860000
hum,6.740000
hun,6.870000
huo,7.860000
hup,8.040000
huq,7.250000
hur,6.310000
hus,7.580000
hut,8.340000
huu,8.430000
huv,7.250000
huw,7.370000
hux,8.490000
huy,7.010000
huz,6.650000
hva,8.740000
hvb,7.270000
hvc,5.530000
hvd,5.260000
hve,8.890000
hvf,9.180000
hvg,5.390000
hvh,5.420000
hvi,8.470000
hvj,7.570000
hvk,6.590000
hvl,8.310000
hvm,5.640000
hvn,8.110000
hvo,5.740000
hvp,7.530000
hvq,9.460000
hvr,6.800000
hvs,9.510000
hvt,7.660000
hvu,7.490000
hvv,8.990000
hvw,8.210000
hvx,8.480000
hvy,6.330000
hvz,6.800000
hwa,8.520000
hwb,7.240000
hwc,7.210000
hwd,8.140000
hwe,9.820000
hwf,6.880000
hwg,5.010000
hwh,7.810000
hwi,6.830000
hwj,6.810000
hwk,5.120000
hwl,9.440000
hwm,7.340000
hwn,7.630000
hwo,7.040000
hwp,5.460000
hwq,7.300000
hwr,5.080000
hws,7.730000
hwt,5.890000
hwu,5.290000
hwv,6.120000
hww,8.060000
hwx,5.600000
hwy,6.150000
hwz,7.140000
hxa,8.500000
hxb,5.270000
hxc,5.930000
hxd,7.920000
hxe,6.550000
hxf,8.150000
hxg,6.350000
hxh,5.590000
hxi,9.720000
hxj,8.010000
hxk,8.770000
hxl,8.310000
hxm,6.480000
hxn,9.720000
hxo,8.370000
hxp,5.580000
hxq,8.130000
hxr,9.180000
hxs,8.220000
hxt,5.090000
hxu,6.950000
hxv,5.330000
hxw,9.730000
hxx,8.690000
hxy,5.780000
hxz,9.760000
hya,5.420000
hyb,8.800000
hyc,6.330000
hyd,5.330000
hye,8.120000
hyf,5.900000
hyg,7.100000
hyh,6.740000
hyi,7.660000
hyj,6.020000
hyk,5.610000
hyl,7.550000
hym,8.400000
hyn,5.460000
hyo,5.140000
hyp,8.270000
hyq,7.240000
hyr,5.560000
hys,5.420000
hyt,7.990000
hyu,9.790000
hyv,5.500000
hyw,5.390000
hyx,5.610000
hyy,6.930000
hyz,7.310000
hza,7.170000
hzb,6.780000
hzc,5.820000
hzd,9.420000
hze,9.760000
hzf,6.280000
hzg,8.300000
hzh,9.180000
hzi,6.070000
hzj,8.950000
hzk,9.060000
hzl,8.370000
hzm,7.870000
hzn,6.800000
hzo,6.950000
hzp,5.000000
hzq,8.660000
hzr,8.550000
hzs,9.020000
hzt,6.050000
hzu,6.840000
hzv,9.310000
hzw,7.100000
hzx,8.000000
hzy,6.880000
hzz,8.120000
iaa,5.290000
iab,8.640000
iac,9.050000
iad,8.670000
iae,6.550000
iaf,9.990000
iag,8.460000
iah,5.370000
iai,9.570000
iaj,7.830000
iak,5.230000
ial,8.900000
iam,8.470000
ian,5.210000
iao,8.380000
iap,8.160000
iaq,9.540000
iar,5.470000
ias,7.640000
iat,6.470000
iau,6.550000
iav,9.890000
iaw,9.020000
iax,8.160000
iay,8.570000
iaz,5.980000
iba,7.560000
ibb,8.430000
ibc,9.020000
ibd,9.920000
ibe,5.370000
ibf,6.870000
ibg,5.340000
ibh,5.990000
ibi,8.910000
ibj,7.490000
ibk,6.340000
ibl,6.440000
ibm,5.980000
ibn,5.840000
ibo,5.680000
ibp,5.850000
ibq,7.720000
ibr,8.660000
ibs,5.340000
ibt,6.350000
ibu,9.760000
ibv,5.620000
ibw,8.110000
ibx,7.360000
iby,5.740000
ibz,7.480000
ica,8.910000
icb,8.620000
icc,6.650000
icd,8.910000
ice,8.840000
icf,8.380000
icg,5.160000
ich,6.300000
ici,6.820000
icj,9.160000
ick,8.190000
icl,5.340000
icm,8.150000
icn,8.220000
ico,7.440000
icp,9.620000
icq,7.450000
icr,8.190000
ics,5.510000
ict,6.980000
icu,7.550000
icv,9.840000
icw,8.650000
icx,8.920000
icy,9.040000
icz,9.570000
ida,9.930000
idb,5.480000
idc,5.600000
idd,7.890000
ide,9.450000
idf,9.900000
idg,6.470000
idh,5.810000
idi,9.910000
idj,5.480000
idk,8.820000
idl,7.750000
idm,8.600000
idn,7.790000
ido,8.380000
idp,7.310000
idq,6.610000
idr,8.060000
ids,9.740000
idt,7.290000
idu,6.240000
idv,7.690000
idw,8.390000
idx,7.870000
idy,6.180000
idz,5.040000
iea,6.050000
ieb,6.060000
iec,5.490000
ied,5.480000
iee,9.060000
ief,5.350000
ieg,9.540000
ieh,9.480000
iei,9.340000
iej,9.630000
iek,7.830000
iel,5.190000
iem,7.730000
ien,9.980000
ieo,7.460000
iep,5.590000
ieq,5.490000
ier,7.160000
ies,6.760000
iet,7.710000
ieu,8.550000
iev,6.020000
iew,7.880000
iex,6.470000
iey,9.840000
iez,5.660000
ifa,7.310000
ifb,6.620000
ifc,7.410000
ifd,5.600000
ife,8.330000
iff,8.940000
ifg,6.310000
ifh,5.620000
ifi,7.290000
ifj,7.440000
ifk,8.510000
ifl,7.140000
ifm,8.500000
ifn,9.170000
ifo,5.130000
ifp,6.020000
ifq,6.460000
ifr,8.620000
ifs,6.690000
ift,5.500000
ifu,5.780000
ifv,9.910000
ifw,7.320000
ifx,5.190000
ify,5.950000
ifz,8.450000
iga,5.330000
igb,8.070000
igc,6.550000
igd,8.370000
ige,8.670000
igf,9.950000
igg,5.360000
igh,5.250000
igi,5.460000
igj,5.320000
igk,8.770000
igl,7.550000
igm,9.120000
ign,8.610000
igo,5.320000
igp,5.890000
igq,6.470000
igr,5.670000
igs,8.840000
igt,5.450000
igu,9.330000
igv,7.840000
igw,5.480000
igx,7.630000
igy,7.430000
igz,6.300000
iha,9.880000
ihb,6.910000
ihc,8.330000
ihd,8.460000
ihe,6.660000
ihf,5.400000
ihg,7.430000
ihh,6.680000
ihi,7.600000
ihj,8.050000
ihk,9.690000
ihl,8.260000
ihm,6.150000
ihn,7.390000
iho,7.010000
ihp,9.030000
ihq,8.230000
ihr,7.420000
ihs,6.560000
iht,8.480000
ihu,9.060000
ihv,7.790000
ihw,7.060000
ihx,9.030000
ihy,6.900000
ihz,9.220000
iia,5.780000
iib,9.470000
iic,8.000000
iid,7.040000
iie,9.430000
iif,7.980000
iig,9.900000
iih,9.740000
iii,7.490000
iij,8.190000
iik,9.510000
iil,7.270000
iim,7.030000
iin,6.310000
iio,5.310000
iip,8.620000
iiq,9.860000
iir,6.440000
iis,5.400000
iit,5.950000
iiu,6.630000
iiv,7.800000
iiw,6.270000
iix,7.730000
iiy,6.500000
iiz,5.500000
ija,6.120000
ijb,9.050000
ijc,9.460000
ijd,6.660000
ije,6.900000
ijf,6.680000
ijg,5.190000
ijh,7.720000
iji,9.270000
ijj,6.330000
ijk,6.630000
ijl,9.790000
ijm,7.450000
ijn,7.780000
ijo,6.760000
ijp,5.420000
ijq,5.860000
ijr,9.480000
ijs,5.310000
ijt,6.240000
iju,7.920000
ijv,8.350000
ijw,8.620000
ijx,9.310000
ijy,8.500000
ijz,9.410000
ika,7.520000
ikb,8.840000
ikc,8.320000
ikd,8.610000
ike,9.750000
ikf,6.510000
ikg,5.980000
ikh,6.500000
iki,9.820000
ikj,5.330000
ikk,9.040000
ikl,8.890000
ikm,5.270000
ikn,6.220000
iko,7.040000
ikp,5.680000
ikq,9.480000
ikr,9.670000
iks,9.230000
ikt,8.030000
iku,6.400000
ikv,7.630000
ikw,9.030000
ikx,7.170000
iky,6.610000
ikz,5.410000
ila,7.570000
ilb,7.070000
ilc,6.670000
ild,9.900000
ile,9.020000
ilf,7.690000
ilg,9.870000
ilh,7.850000
ili,7.820000
ilj,5.120000
ilk,5.140000
ill,8.140000
ilm,5.530000
iln,6.420000
ilo,5.880000
ilp,6.120000
ilq,9.990000
ilr,8.000000
ils,8.090000
ilt,5.210000
ilu,9.350000
ilv,9.160000
ilw,6.580000
ilx,8.520000
ily,8.190000
ilz,6.010000
ima,9.080000
imb,5.870000
imc,6.700000
imd,7.940000
ime,6.680000
imf,9.030000
img,6.120000
imh,9.450000
imi,8.870000
imj,5.500000
imk,9.650000
iml,5.400000
imm,6.480000
imn,8.650000
imo,6.560000
imp,5.930000
imq,7.400000
imr,5.890000
ims,7.070000
imt,5.850000
imu,6.390000
imv,9.520000
imw,8.280000
imx,9.800000
imy,7.140000
imz,7.410000
ina,8.920000
inb,5.800000
inc,6.390000
ind,8.940000
ine,8.550000
inf,6.250000
ing,9.890000
inh,8.870000
ini,7.980000
inj,5.620000
ink,8.960000
inl,5.880000
inm,5.060000
inn,8.520000
ino,6.630000
inp,7.130000
inq,6.560000
inr,8.420000
ins,8.510000
int,8.850000
inu,8.970000
inv,9.260000
inw,7.160000
inx,7.940000
iny,5.140000
inz,9.030000
ioa,6.720000
iob,5.090000
ioc,7.090000
iod,7.950000
ioe,8.730000
iof,5.880000
iog,6.610000
ioh,7.050000
ioi,5.310000
ioj,9.620000
iok,9.650000
iol,8.890000
iom,9.770000
ion,5.470000
ioo,8.090000
iop,7.350000
ioq,5.160000
ior,9.990000
ios,9.160000
iot,8.500000
iou,7.000000
iov,8.890000
iow,9.130000
iox,5.630000
ioy,6.390000
ioz,6.930000
ipa,5.720000
ipb,5.010000
ipc,9.880000
ipd,7.350000
ipe,8.190000
ipf,7.060000
ipg,7.270000
iph,8.200000
ipi,6.580000
ipj,7.690000
ipk,5.210000
ipl,7.550000
ipm,6.340000
ipn,7.130000
ipo,8.910000
ipp,6.920000
ipq,7.230000
ipr,6.140000
ips,9.720000
ipt,8.030000
ipu,7.740000
ipv,6.910000
ipw,6.350000
ipx,8.220000
ipy,5.580000
ipz,6.720000
iqa,7.900000
iqb,6.620000
iqc,9.340000
iqd,9.500000
iqe,8.340000
iqf,6.420000
iqg,7.680000
iqh,9.210000
iqi,7.220000
iqj,5.510000
iqk,8.830000
iql,8.170000
iqm,9.290000
iqn,5.090000
iqo,8.520000
iqp,9.930000
iqq,7.610000
iqr,9.680000
iqs,6.880000
iqt,9.670000
iqu,6.650000
iqv,5.290000
iqw,6.040000
iqx,9.380000
iqy,8.810000
iqz,7.790000
ira,5.680000
irb,7.980000
irc,5.570000
ird,6.530000
ire,6.750000
irf,6.540000
irg,6.850000
irh,5.030000
iri,9.120000
irj,6.410000
irk,7.310000
irl,9.170000
irm,8.390000
irn,7.510000
iro,5.490000
irp,9.220000
irq,7.450000
irr,9.490000
irs,8.680000
irt,8.310000
iru,8.380000
irv,6.440000
irw,6.110000
irx,5.350000
iry,6.400000
irz,5.690000
isa,6.710000
isb,5.260000
isc,6.790000
isd,8.350000
ise,8.960000
isf,9.600000
isg,8.570000
ish,6.860000
isi,6.760000
isj,6.870000
isk,8.990000
isl,6.070000
ism,6.710000
isn,8.900000
iso,9.850000
isp,9.880000
isq,5.920000
isr,9.080000
iss,8.110000
ist,9.490000
isu,9.440000
isv,5.460000
isw,7.940000
isx,8.340000
isy,5.790000
isz,5.470000
ita,7.780000
itb,5.830000
itc,6.740000
itd,6.180000
ite,7.800000
itf,7.150000
itg,6.850000
